Martian Runtime - v4.0.13
Serving UI at http://c0703a-s22.ufhpc:40287?auth=g1iBP0wCL0jvgNrNq87stnsM7rO-6FgUqL8VlDYUF_M

Running preflight checks (please wait)...
2025-09-11 14:23:40 [runtime] (run:local)       ID.YL_hashing.SC_MULTI_CS.SC_MULTI_CORE.MULTI_CHEMISTRY_DETECTOR.VDJ_CHEMISTRY_DETECTOR.CHECK_BARCODES_COMPATIBILITY_VDJ.fork0.chnk0.main
2025-09-11 14:23:40 [runtime] (ready)           ID.YL_hashing.SC_MULTI_CS.SC_MULTI_CORE.MULTI_CHEMISTRY_DETECTOR.VDJ_CHEMISTRY_DETECTOR.CHECK_BARCODES_COMPATIBILITY_VDJ.fork1
2025-09-11 14:23:40 [runtime] (run:local)       ID.YL_hashing.SC_MULTI_CS.SC_MULTI_CORE.MULTI_CHEMISTRY_DETECTOR.VDJ_CHEMISTRY_DETECTOR.CHECK_BARCODES_COMPATIBILITY_VDJ.fork1.chnk0.main
2025-09-11 14:23:40 [runtime] (chunks_complete) ID.YL_hashing.SC_MULTI_CS.SC_MULTI_CORE.CREATE_MULTI_GRAPH
2025-09-11 14:23:40 [runtime] (chunks_complete) ID.YL_hashing.SC_MULTI_CS.SC_MULTI_CORE.MULTI_GEM_WELL_PROCESSOR.COUNT_GEM_WELL_PROCESSOR.MULTI_SETUP_CHUNKS
2025-09-11 14:23:40 [runtime] (ready)           ID.YL_hashing.SC_MULTI_CS.SC_MULTI_CORE.MULTI_WEBSUMMARY_BUILDER.BUILD_MULTI_GRAPH_VIEW
2025-09-11 14:23:40 [runtime] (run:local)       ID.YL_hashing.SC_MULTI_CS.SC_MULTI_CORE.MULTI_WEBSUMMARY_BUILDER.BUILD_MULTI_GRAPH_VIEW.fork0.chnk0.main
2025-09-11 14:23:40 [runtime] (chunks_complete) ID.YL_hashing.SC_MULTI_CS.SC_MULTI_CORE.MULTI_WEBSUMMARY_BUILDER.BUILD_MULTI_GRAPH_VIEW
2025-09-11 14:23:43 [runtime] (chunks_complete) ID.YL_hashing.SC_MULTI_CS.SC_MULTI_CORE.MULTI_GEM_WELL_PROCESSOR.COUNT_GEM_WELL_PROCESSOR.PARSE_TARGET_FEATURES
2025-09-11 14:23:43 [runtime] (ready)           ID.YL_hashing.SC_MULTI_CS.SC_MULTI_CORE.MULTI_GEM_WELL_PROCESSOR.COUNT_GEM_WELL_PROCESSOR._BASIC_SC_RNA_COUNTER._MATRIX_COMPUTER.MAKE_SHARD
2025-09-11 14:23:43 [runtime] (run:local)       ID.YL_hashing.SC_MULTI_CS.SC_MULTI_CORE.MULTI_GEM_WELL_PROCESSOR.COUNT_GEM_WELL_PROCESSOR._BASIC_SC_RNA_COUNTER._MATRIX_COMPUTER.MAKE_SHARD.fork0.split
2025-09-11 14:23:43 [runtime] (ready)           ID.YL_hashing.SC_MULTI_CS.SC_MULTI_CORE.MULTI_GEM_WELL_PROCESSOR.MAKE_VDJ_FILTER_SWITCH
2025-09-11 14:23:43 [runtime] (run:local)       ID.YL_hashing.SC_MULTI_CS.SC_MULTI_CORE.MULTI_GEM_WELL_PROCESSOR.MAKE_VDJ_FILTER_SWITCH.fork0.chnk0.main
2025-09-11 14:23:44 [runtime] (chunks_complete) ID.YL_hashing.SC_MULTI_CS.SC_MULTI_CORE.MULTI_GEM_WELL_PROCESSOR.MAKE_VDJ_FILTER_SWITCH
2025-09-11 14:23:47 [runtime] (chunks_complete) ID.YL_hashing.SC_MULTI_CS.SC_MULTI_CORE.MULTI_GEM_WELL_PROCESSOR.VDJ_B_GEM_WELL_PROCESSOR.SC_VDJ_CONTIG_ASSEMBLER.MAKE_SHARD
2025-09-11 14:23:47 [runtime] (run:local)       ID.YL_hashing.SC_MULTI_CS.SC_MULTI_CORE.MULTI_GEM_WELL_PROCESSOR.VDJ_B_GEM_WELL_PROCESSOR.SC_VDJ_CONTIG_ASSEMBLER.MAKE_SHARD.fork0.join
2025-09-11 14:23:47 [runtime] (chunks_complete) ID.YL_hashing.SC_MULTI_CS.SC_MULTI_CORE.MULTI_CHEMISTRY_DETECTOR.VDJ_CHEMISTRY_DETECTOR.CHECK_BARCODES_COMPATIBILITY_VDJ.fork0
2025-09-11 14:23:47 [runtime] (complete)        ID.YL_hashing.SC_MULTI_CS.SC_MULTI_CORE.MULTI_CHEMISTRY_DETECTOR.VDJ_CHEMISTRY_DETECTOR.CHECK_BARCODES_COMPATIBILITY_VDJ.fork0
2025-09-11 14:23:47 [runtime] (chunks_complete) ID.YL_hashing.SC_MULTI_CS.SC_MULTI_CORE.MULTI_CHEMISTRY_DETECTOR.VDJ_CHEMISTRY_DETECTOR.CHECK_BARCODES_COMPATIBILITY_VDJ.fork1
2025-09-11 14:23:47 [runtime] (join_complete)   ID.YL_hashing.SC_MULTI_CS.SC_MULTI_CORE.MULTI_GEM_WELL_PROCESSOR.VDJ_B_GEM_WELL_PROCESSOR.SC_VDJ_CONTIG_ASSEMBLER.MAKE_SHARD
2025-09-11 14:23:48 [runtime] (ready)           ID.YL_hashing.SC_MULTI_CS.SC_MULTI_CORE.MULTI_GEM_WELL_PROCESSOR.VDJ_B_GEM_WELL_PROCESSOR.SC_VDJ_CONTIG_ASSEMBLER.BARCODE_CORRECTION
2025-09-11 14:23:48 [runtime] (run:local)       ID.YL_hashing.SC_MULTI_CS.SC_MULTI_CORE.MULTI_GEM_WELL_PROCESSOR.VDJ_B_GEM_WELL_PROCESSOR.SC_VDJ_CONTIG_ASSEMBLER.BARCODE_CORRECTION.fork0.split
2025-09-11 14:23:48 [runtime] (split_complete)  ID.YL_hashing.SC_MULTI_CS.SC_MULTI_CORE.MULTI_GEM_WELL_PROCESSOR.VDJ_B_GEM_WELL_PROCESSOR.SC_VDJ_CONTIG_ASSEMBLER.BARCODE_CORRECTION
2025-09-11 14:23:48 [runtime] (run:local)       ID.YL_hashing.SC_MULTI_CS.SC_MULTI_CORE.MULTI_GEM_WELL_PROCESSOR.VDJ_B_GEM_WELL_PROCESSOR.SC_VDJ_CONTIG_ASSEMBLER.BARCODE_CORRECTION.fork0.chnk00.main
2025-09-11 14:23:48 [runtime] (run:local)       ID.YL_hashing.SC_MULTI_CS.SC_MULTI_CORE.MULTI_GEM_WELL_PROCESSOR.VDJ_B_GEM_WELL_PROCESSOR.SC_VDJ_CONTIG_ASSEMBLER.BARCODE_CORRECTION.fork0.chnk01.main
2025-09-11 14:23:48 [runtime] (run:local)       ID.YL_hashing.SC_MULTI_CS.SC_MULTI_CORE.MULTI_GEM_WELL_PROCESSOR.VDJ_B_GEM_WELL_PROCESSOR.SC_VDJ_CONTIG_ASSEMBLER.BARCODE_CORRECTION.fork0.chnk02.main
