Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37
TCR-YL_S2_L001_R1_001	(1, 0.004611135725453057)	(2, 0.018635214336873155)	(3, 0.00016732391240040627)	(4, 0.02565114489635996)	(5, 8.94988368653336e-05)	(6, 0.0)	(7, 0.00032686531724730527)	(8, 7.782507553507269e-06)	(9, 7.782507553507269e-06)	(10, 0.008570875568677555)	(15, 0.01310418621859554)	(20, 0.008047891061081867)	(25, 0.0006000313323754104)	(30, 2.8017027192626168e-05)	(35, 0.04598528063216375)	(40, 4.0469039278237796e-05)	(45, 5.21428006084987e-05)	(50, 0.0005478885317669117)	(55, 0.00013775038369707865)	(60, 0.00043582042299640706)	(65, 0.00015720665258084682)	(70, 0.00038289937163255765)	(75, 0.019202559137523834)	(80, 0.0009556919275706926)	(85, 0.0010420777614146234)	(90, 0.007929596946268557)	(95, 0.01785151582623497)	(100, 0.015658405197656627)	(105, 0.00023970123264802385)	(110, 0.00027083126286205295)	(115, 0.015961922992243405)	(120, 0.00019144968581627882)	(125, 0.031976767035850666)	(130, 0.006787903088169039)	(135, 0.028206920376931746)	(140, 0.0004482724350820187)	(145, 0.016919949672080156)	(150, 0.00011868324019098585)
TCR-YL_S2_L001_R2_001	(1, 0.1188972591487073)	(2, 0.039990415063697105)	(3, 0.0002607140030424935)	(4, 0.00024514898793547897)	(5, 1.5565015107014538e-05)	(6, 0.0005097542447547261)	(7, 5.8368806651304517e-05)	(8, 0.0)	(9, 7.782507553507269e-06)	(10, 0.00020001044412513682)	(15, 9.339009064208722e-06)	(20, 2.646052568192471e-05)	(25, 7.159906949226687e-05)	(30, 0.028258284926784893)	(35, 0.0001533153988040932)	(40, 0.0239335454793009)	(45, 7.393382175831905e-05)	(50, 0.00015798490333619755)	(55, 0.04041611822687395)	(60, 0.00021012770394469627)	(65, 0.0009447964169957824)	(70, 0.013890219481499773)	(75, 0.008355300109445404)	(80, 0.01645689047264647)	(85, 0.0001976756918590846)	(90, 0.016017957046628662)	(95, 0.00033620432631151405)	(100, 0.0001649891601343541)	(105, 0.017888093611736457)	(110, 0.0004194771571340418)	(115, 0.0002778355196602095)	(120, 0.000837397812757382)	(125, 9.339009064208722e-05)	(130, 0.00034165208159896913)	(135, 0.0002817267734369631)	(140, 6.226006042805815e-05)	(145, 0.0016281005801937207)	(150, 1.361938821863772e-05)
TCR-YL_S2_L002_R1_001	(1, 0.004842528009027329)	(2, 0.015007474190138748)	(3, 0.002597752535555201)	(4, 0.02146021216776976)	(5, 0.0005195505071110403)	(6, 3.569430964885009e-05)	(7, 0.0)	(8, 0.0007257842961932851)	(9, 0.5108093672814774)	(10, 0.11965367159799417)	(15, 0.060815171572829695)	(20, 0.1531825264614807)	(25, 0.0070000507255800455)	(30, 0.17840095283183383)	(35, 0.17302776941936027)	(40, 0.000738475606290654)	(45, 0.06526347576195751)	(50, 0.1610646232388279)	(55, 0.05728222812447462)	(60, 0.024817063688523835)	(65, 0.050896119524854795)	(70, 0.01418571186133411)	(75, 0.058972551988067945)	(80, 0.07316619591821291)	(85, 0.061664696142472324)	(90, 0.07909065811304093)	(95, 0.09489689163243285)	(100, 0.01454106854406044)	(105, 0.06327490611107602)	(110, 0.1496741724264393)	(115, 0.02744654449932246)	(120, 0.08592968784176062)	(125, 0.0810816073845657)	(130, 0.0307232821250869)	(135, 0.02201545698452965)	(140, 0.00028317485654754407)	(145, 0.04040278569497396)	(150, 0.0003490110276776453)
TCR-YL_S2_L002_R2_001	(1, 0.05246270311499878)	(2, 0.031997965582991394)	(3, 0.07885666208312071)	(4, 0.0007694106746529907)	(5, 1.983017202713894e-05)	(6, 0.0010549651518437916)	(7, 0.14296364221245547)	(8, 0.2830082831025161)	(9, 0.000130879135379117)	(10, 0.17003103382261903)	(15, 0.06859970390380336)	(20, 0.03797715905261432)	(25, 0.03357089482818405)	(30, 0.0560146835284999)	(35, 0.05437195207777172)	(40, 0.0698720077410646)	(45, 4.203996469753455e-05)	(50, 4.8385619746219016e-05)	(55, 0.03765353064513142)	(60, 0.006091828846737082)	(65, 0.07952454227699474)	(70, 0.004917089455849372)	(75, 0.052549162665037105)	(80, 0.020245019225946684)	(85, 0.015294615081091721)	(90, 0.07648497350867489)	(95, 0.06437825688266602)	(100, 0.00820969121923552)	(105, 0.04633438675173176)	(110, 0.05748290946538927)	(115, 0.00015943458309819708)	(120, 0.09124655356567711)	(125, 0.023073594963897784)	(130, 0.04246591679267749)	(135, 0.0475844807963226)	(140, 0.00013008592849803144)	(145, 0.0415101025009694)	(150, 0.1825169033377868)
TCR-YL_S2_L003_R1_001	(1, 0.0027247223945055608)	(2, 0.0158969251345108)	(3, 0.004022015594277611)	(4, 0.02146837241879829)	(5, 0.00047174298173529114)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 0.0)	(10, 0.057908891057912505)	(15, 0.10372164138415735)	(20, 0.12960325073208614)	(25, 0.017718829063971236)	(30, 0.13111445497357607)	(35, 0.06502570328236734)	(40, 0.1646651411745774)	(45, 0.14023129477059484)	(50, 0.10284078336826197)	(55, 0.06182679785622095)	(60, 0.07089158325525513)	(65, 0.06094675319029408)	(70, 0.1709783636301452)	(75, 0.04420719748840783)	(80, 0.013415394380589469)	(85, 0.15483418010520764)	(90, 0.12591877537473983)	(95, 0.07570173496901808)	(100, 0.06049534395777152)	(105, 0.08589301007443738)	(110, 0.032970767673454304)	(115, 0.06447994545349771)	(120, 0.07986120670797373)	(125, 0.056344005718500956)	(130, 0.07200180596227007)	(135, 0.05503776566907531)	(140, 0.10865298224322817)	(145, 0.1186685737554495)	(150, 0.06421804676363778)
TCR-YL_S2_L003_R2_001	(1, 0.04856919336952226)	(2, 0.11582916901538415)	(3, 0.0005896787271691139)	(4, 0.001008553960951312)	(5, 6.913474732327541e-05)	(6, 0.04185498937947944)	(7, 0.07820359947215214)	(8, 4.066749842545613e-05)	(9, 0.04075290017214959)	(10, 0.029445708909935763)	(15, 0.021064950834417766)	(20, 0.05995690627861848)	(25, 0.11036427057697135)	(30, 0.07758057339627415)	(35, 0.07252397664205294)	(40, 0.05645218126431267)	(45, 0.050538313643282845)	(50, 0.07094119760333417)	(55, 0.07099813210112982)	(60, 0.08372543240836057)	(65, 0.09361088792562045)	(70, 0.1588708359989184)	(75, 0.0517201111475266)	(80, 0.17129231671798972)	(85, 0.14307801966037678)	(90, 0.10132225897705545)	(95, 0.07325680496367966)	(100, 0.2002662826461902)	(105, 0.0773878094537375)	(110, 0.09909042666346642)	(115, 0.10982908629769235)	(120, 0.08570187283183774)	(125, 0.2088601384134576)	(130, 0.09485938012728196)	(135, 0.08962221968005171)	(140, 0.14149361392172102)	(145, 0.10705718960501324)	(150, 0.16076675477551317)
TCR-YL_S2_L004_R1_001	(1, 0.004285166387048065)	(2, 0.012837699923814816)	(3, 0.0019757153435611017)	(4, 0.02709043921531528)	(5, 0.00010234561464393094)	(6, 3.559847465875859e-05)	(7, 0.0)	(8, 0.0)	(9, 0.0)	(10, 3.381855092582066e-05)	(15, 0.01900513565844474)	(20, 0.006014362293597263)	(25, 7.208691118398613e-05)	(30, 2.4028970394662043e-05)	(35, 4.093824585757237e-05)	(40, 0.00042629173403863405)	(45, 0.00029101753033535145)	(50, 0.0006211933827953372)	(55, 0.02437516556071847)	(60, 0.014915760882019846)	(65, 0.00016286302156382052)	(70, 0.00036844421271815136)	(75, 0.04687340154505389)	(80, 0.022431488844350252)	(85, 0.0002945773778012273)	(90, 0.0003461951660564272)	(95, 6.763710185164131e-05)	(100, 0.0007715969382285922)	(105, 0.0003488650516558341)	(110, 4.538805518991719e-05)	(115, 0.0009691684725847023)	(120, 0.00026253875060834456)	(125, 0.00038268360258165475)	(130, 0.01579949301542353)	(135, 0.000126374585038593)	(140, 0.0003542048228546479)	(145, 8.899618664689645e-05)	(150, 0.0007586924911647923)
TCR-YL_S2_L004_R2_001	(1, 0.05418087843063056)	(2, 0.023454944990789563)	(3, 0.00031593646259648245)	(4, 0.00035153493725524105)	(5, 0.0007876162518250336)	(6, 0.0004583303612315168)	(7, 8.009656798220681e-05)	(8, 0.0)	(9, 0.0)	(10, 0.00020736111488726876)	(15, 4.0048283991103407e-05)	(20, 0.016361948915031916)	(25, 0.0003426353185905514)	(30, 3.826836025816548e-05)	(35, 0.00017532248769438601)	(40, 3.826836025816548e-05)	(45, 0.008006096950754805)	(50, 0.00942825601337221)	(55, 0.00012726454690506193)	(60, 6.407725438576545e-05)	(65, 9.78958053115861e-05)	(70, 2.7588817860537904e-05)	(75, 0.00024740939887837215)	(80, 5.517763572107581e-05)	(85, 5.339771198813788e-06)	(90, 0.0005971644124006753)	(95, 6.674713998517234e-05)	(100, 0.0005241875393502202)	(105, 4.8057940789324087e-05)	(110, 8.454637731455165e-05)	(115, 0.0001059054621098068)	(120, 9.611588157864817e-05)	(125, 4.894790265579305e-05)	(130, 8.721626291395852e-05)	(135, 3.826836025816548e-05)	(140, 5.517763572107581e-05)	(145, 6.051740691988959e-05)	(150, 0.019670382153630293)
TCR-YT_S1_L001_R1_001	(1, 0.004314029703933827)	(2, 0.02340946350971844)	(3, 0.000362289316221833)	(4, 0.028018898348417764)	(5, 0.00018950518079295878)	(6, 0.0)	(7, 0.0003176998619176074)	(8, 5.5736817880281995e-06)	(9, 3.3442090728169195e-05)	(10, 0.008428521599856242)	(15, 0.013807124525303457)	(20, 0.007923546029860888)	(25, 0.0006666123418481726)	(30, 3.3442090728169195e-05)	(35, 0.04742868780704716)	(40, 0.00018504623536253623)	(45, 0.00025081568046126897)	(50, 0.0005205818790018338)	(55, 0.00013265362655507114)	(60, 0.0005874660604581722)	(65, 0.00018504623536253623)	(70, 0.0004548124339031011)	(75, 0.018992878060884892)	(80, 0.0012351278842270491)	(85, 0.0013198478474050776)	(90, 0.007758565048935254)	(95, 0.017929419575729112)	(100, 0.01615587403077854)	(105, 0.0002430125259580295)	(110, 0.0004915987337040872)	(115, 0.01655494964680136)	(120, 0.0002563893622492972)	(125, 0.03329494552896525)	(130, 0.007192278979271589)	(135, 0.028592987572584664)	(140, 0.0005896955331733835)	(145, 0.017318544051761222)	(150, 0.00023130779420317028)
TCR-YT_S1_L001_R2_001	(1, 0.12688486590446196)	(2, 0.04659040606612772)	(3, 0.0004960576791345097)	(4, 0.00028983145297746635)	(5, 5.5736817880281995e-06)	(6, 0.0004570419066183124)	(7, 0.00010032627218450759)	(8, 0.0)	(9, 1.1147363576056399e-05)	(10, 0.0003266177527784525)	(15, 5.5736817880281995e-06)	(20, 4.793366337704252e-05)	(25, 8.917890860845119e-05)	(30, 0.028266369819806215)	(35, 0.00020511148979943775)	(40, 0.024358104150040836)	(45, 0.0001426862537735219)	(50, 0.0003968461433076078)	(55, 0.040583091834990925)	(60, 0.0001984230716538039)	(65, 0.0010969005758839497)	(70, 0.014304296940795573)	(75, 0.008757368825349906)	(80, 0.016899403181301502)	(85, 0.0002285209533091562)	(90, 0.01621941400316206)	(95, 0.0004826808428432421)	(100, 0.00016832518999845164)	(105, 0.01788148591235207)	(110, 0.0005373029243659185)	(115, 0.00028983145297746635)	(120, 0.00098431220376578)	(125, 0.00022963568966676183)	(130, 0.0003054377619839453)	(135, 0.00037901036158591756)	(140, 0.00011258837211816964)	(145, 0.002064491734285645)	(150, 4.18026134102115e-05)
TCR-YT_S1_L002_R1_001	(1, 0.004688129633256567)	(2, 0.021183817454475052)	(3, 0.003382432064330368)	(4, 0.023919028741104936)	(5, 0.0006134527371248089)	(6, 3.3768040575677556e-05)	(7, 0.0)	(8, 0.001136857366047811)	(9, 0.5210633781097551)	(10, 0.1277793911397164)	(15, 0.06192946081444011)	(20, 0.15366371984232577)	(25, 0.00723198868995761)	(30, 0.18103947033702755)	(35, 0.1754947580745013)	(40, 0.0007428968926649062)	(45, 0.06786813355034928)	(50, 0.166510208078666)	(55, 0.058086657796928)	(60, 0.02497484280977112)	(65, 0.05145911703327503)	(70, 0.014593421535455316)	(75, 0.062349310118931044)	(80, 0.07487950437521246)	(85, 0.062268266821549415)	(90, 0.08085532195575486)	(95, 0.09613536031624896)	(100, 0.016747822524183546)	(105, 0.06396229685709591)	(110, 0.1538944681195929)	(115, 0.02754008829217009)	(120, 0.08901930856560117)	(125, 0.08194828086905429)	(130, 0.03213141620910972)	(135, 0.023169378240324893)	(140, 0.00035456442604461433)	(145, 0.04215039384791325)	(150, 0.000565614679642599)
TCR-YT_S1_L002_R2_001	(1, 0.053077731778202505)	(2, 0.04235637889542488)	(3, 0.08117836954392885)	(4, 0.0009623891564068103)	(5, 5.628006762612926e-06)	(6, 0.0012775575351131343)	(7, 0.14341286832490258)	(8, 0.28766993766419713)	(9, 0.000151956182590549)	(10, 0.17451435929645415)	(15, 0.07182574790581868)	(20, 0.038610377594229715)	(25, 0.0337601613662099)	(30, 0.05799773529007872)	(35, 0.05534694410488804)	(40, 0.07080257627637565)	(45, 4.727525680594858e-05)	(50, 6.866168250387769e-05)	(55, 0.03919006229077885)	(60, 0.006947211547769397)	(65, 0.08073938501644504)	(70, 0.0057428181005702295)	(75, 0.054611926421690785)	(80, 0.02180852620512509)	(85, 0.015278912759141573)	(90, 0.07772615019574207)	(95, 0.06552800833845482)	(100, 0.008452140556092091)	(105, 0.04662691042689557)	(110, 0.05871136654757804)	(115, 0.00015420738529559419)	(120, 0.09197964012273557)	(125, 0.02379971499773754)	(130, 0.0435337579101635)	(135, 0.04804967053648412)	(140, 0.00018347302046118138)	(145, 0.04859446159110505)	(150, 0.18430033745528548)
TCR-YT_S1_L003_R1_001	(1, 0.0026732092882865025)	(2, 0.02122295721917893)	(3, 0.006805061036051075)	(4, 0.02334409067618887)	(5, 0.0005404531821970538)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 0.0)	(10, 0.05716018817301313)	(15, 0.10519775908352158)	(20, 0.1289265594442421)	(25, 0.018456766738256376)	(30, 0.13366278894414102)	(35, 0.06619214877269765)	(40, 0.16673852369460074)	(45, 0.14499487179665987)	(50, 0.10704227349243928)	(55, 0.06366422259790498)	(60, 0.07350976863315496)	(65, 0.06368281883643219)	(70, 0.17284738805078936)	(75, 0.04722049868021914)	(80, 0.013597337158114694)	(85, 0.1594278774235911)	(90, 0.13101050042419762)	(95, 0.0775556127777312)	(100, 0.06612938646766832)	(105, 0.08815779326805705)	(110, 0.03337559909671096)	(115, 0.06515540847480566)	(120, 0.08395620562581543)	(125, 0.05765879981852396)	(130, 0.07352255354714242)	(135, 0.056470965082598384)	(140, 0.11010832831961309)	(145, 0.12174027551838322)	(150, 0.06479917428051879)
TCR-YT_S1_L003_R2_001	(1, 0.050796787801983295)	(2, 0.14424869772575558)	(3, 0.0010111704699170682)	(4, 0.001615548222051408)	(5, 0.00011622649079506532)	(6, 0.04236455589480131)	(7, 0.07986503314982914)	(8, 7.554721901679247e-05)	(9, 0.04095240403164127)	(10, 0.03054897084057497)	(15, 0.02141937998862259)	(20, 0.061247873854275575)	(25, 0.11188426909896168)	(30, 0.07939664039192502)	(35, 0.07369108195879527)	(40, 0.05937546508756707)	(45, 0.052011354630791734)	(50, 0.07177102033086079)	(55, 0.07257879444188649)	(60, 0.08590648614135664)	(65, 0.09562185850691614)	(70, 0.1636608462183474)	(75, 0.052698253191390564)	(80, 0.17468027981062753)	(85, 0.15052609049359705)	(90, 0.10450621146329094)	(95, 0.07403046331191686)	(100, 0.20899382668805466)	(105, 0.08250569902069302)	(110, 0.101254194250845)	(115, 0.11076849478732906)	(120, 0.08778354396769694)	(125, 0.21170771524811946)	(130, 0.09715604818541101)	(135, 0.09512673365612917)	(140, 0.14357225954932828)	(145, 0.11231082032017957)	(150, 0.16635207061270713)
TCR-YT_S1_L004_R1_001	(1, 0.004320634269110705)	(2, 0.019191654544189415)	(3, 0.004320634269110705)	(4, 0.02945316093332734)	(5, 0.00019467974177679053)	(6, 3.139995835109525e-05)	(7, 0.0)	(8, 0.0)	(9, 0.0)	(10, 3.139995835109525e-05)	(15, 0.019261990450895865)	(20, 0.006258639698540304)	(25, 0.00015951178842356383)	(30, 5.2751930029840016e-05)	(35, 0.00011680784506607431)	(40, 0.0007021030687304897)	(45, 0.00045467139692385915)	(50, 0.0008226789087986955)	(55, 0.024817271082371636)	(60, 0.01564973924218587)	(65, 0.00023738368513428007)	(70, 0.0005639432519856705)	(75, 0.04690651378320012)	(80, 0.023345241034872292)	(85, 0.0005250073036303124)	(90, 0.0005702232436558895)	(95, 0.00012685583173842476)	(100, 0.0011793824356671374)	(105, 0.0006644231187091753)	(110, 9.922386838946097e-05)	(115, 0.0014104861291311984)	(120, 0.0004534153985898153)	(125, 0.0005953432103367658)	(130, 0.016089338659101202)	(135, 0.00018463175510444004)	(140, 0.0006129271870133792)	(145, 0.00016579178009378288)	(150, 0.001268558317384248)
TCR-YT_S1_L004_R2_001	(1, 0.054623367547565284)	(2, 0.029472000908337993)	(3, 0.0005777592336601525)	(4, 0.0007975589421178192)	(5, 0.0020409972928211906)	(6, 0.0007033590670645334)	(7, 0.00017583976676613334)	(8, 0.0)	(9, 0.0)	(10, 0.0004132234519004134)	(15, 8.289589004689144e-05)	(20, 0.016988633466276572)	(25, 0.000634279158692124)	(30, 7.787189671071619e-05)	(35, 0.0003504235351982229)	(40, 5.400792836388382e-05)	(45, 0.008160221176282631)	(50, 0.009575731298750004)	(55, 0.00020849572345127244)	(60, 0.00011680784506607431)	(65, 0.0001544877950873886)	(70, 2.0095973344700954e-05)	(75, 0.0004986313386153925)	(80, 8.038389337880382e-05)	(85, 3.7679950021314295e-06)	(90, 0.0006970790753943145)	(95, 0.00010675985839372383)	(100, 0.000468487378598341)	(105, 9.796787005541716e-05)	(110, 0.00030143960017051433)	(115, 0.00014695180508312572)	(120, 0.00017207177176400192)	(125, 8.791988338306667e-05)	(130, 0.0002034717301150972)	(135, 4.772793669366477e-05)	(140, 9.04318800511543e-05)	(145, 0.00014695180508312572)	(150, 0.02044451288239811)
