Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37
TCR-YL_S2_L004_R1_001	(1, 37.36093315705562)	(2, 38.40347097587389)	(3, 38.46066838005092)	(4, 38.52296695665036)	(5, 38.52535944113599)	(6, 38.499934565553765)	(7, 38.55630457218354)	(8, 38.66105076996608)	(9, 38.80473048550579)	(10, 38.641343952773646)	(15, 39.22240135473555)	(20, 39.286241078299156)	(25, 39.1279279155807)	(30, 39.3367298787298)	(35, 39.20878274887239)	(40, 39.36594857275258)	(45, 39.314866363548624)	(50, 39.296107800724904)	(55, 39.318608653197124)	(60, 39.32282078931341)	(65, 39.3376287758134)	(70, 39.33499799513841)	(75, 39.313376887770424)	(80, 39.28211213581815)	(85, 39.27740744140725)	(90, 39.23489834165841)	(95, 39.21298400965466)	(100, 39.117194263501595)	(105, 39.05809177135474)	(110, 38.97366089329121)	(115, 38.86421167422608)	(120, 38.817457776760456)	(125, 38.7246272962073)	(130, 38.570772949235284)	(135, 38.39881795264896)	(140, 38.25445802145547)	(145, 38.04177012881264)	(150, 37.756977089667174)
TCR-YL_S2_L004_R2_001	(1, 37.64581448931786)	(2, 38.621911582021575)	(3, 38.99845462571697)	(4, 39.16943748135808)	(5, 39.251506738813504)	(6, 39.27239734768225)	(7, 39.32464620789696)	(8, 39.35391829963174)	(9, 39.40147216601989)	(10, 39.42323506211244)	(15, 39.522835215595265)	(20, 39.334442569937536)	(25, 39.41507418299388)	(30, 39.38092566980644)	(35, 39.31025027374115)	(40, 39.342920417874474)	(45, 39.35800835077919)	(50, 39.33471107143265)	(55, 39.285359072691776)	(60, 39.2802249716803)	(65, 39.220009048242304)	(70, 39.27854057645411)	(75, 39.24124976810931)	(80, 39.15831507613646)	(85, 39.173679271003756)	(90, 39.06908089588723)	(95, 39.00620704793731)	(100, 38.969558738662386)	(105, 38.91249821062043)	(110, 38.82746771184975)	(115, 38.73647028575296)	(120, 38.638992958310226)	(125, 38.524169740112896)	(130, 38.3899557835796)	(135, 38.266063853962955)	(140, 38.09364903187946)	(145, 37.8748119655195)	(150, 37.480985675485286)
TCR-YT_S1_L001_R1_001	(1, 37.537447951566044)	(2, 38.38386013358332)	(3, 38.39287378029728)	(4, 38.46547856579358)	(5, 38.55545172405682)	(6, 38.53720215219919)	(7, 38.589966525581914)	(8, 38.66816215980615)	(9, 38.80860032476729)	(10, 38.640787489893526)	(15, 39.21266166603368)	(20, 39.26633773769384)	(25, 39.13528273225448)	(30, 39.28886919025885)	(35, 39.16258456529351)	(40, 39.31742472268983)	(45, 39.29146636990899)	(50, 39.27587584556933)	(55, 39.30127649575046)	(60, 39.30738520640068)	(65, 39.30749835214098)	(70, 39.31078276675557)	(75, 39.30516315782961)	(80, 39.268985816206055)	(85, 39.261693567670235)	(90, 39.230846449414216)	(95, 39.2050699101333)	(100, 39.13113794182436)	(105, 39.09269070714528)	(110, 38.98223235096449)	(115, 38.90029035537906)	(120, 38.871669700050084)	(125, 38.77672323470629)	(130, 38.6829644986568)	(135, 38.51791190706756)	(140, 38.46222572051263)	(145, 38.30931592977206)	(150, 38.12118415990848)
TCR-YT_S1_L001_R2_001	(1, 37.85358439574211)	(2, 38.85453203311971)	(3, 39.19163588786689)	(4, 38.89616085913177)	(5, 39.17199802334949)	(6, 39.3438788879078)	(7, 39.34124989368202)	(8, 39.29348656202042)	(9, 39.435197198533764)	(10, 39.47090628400294)	(15, 39.546728064858925)	(20, 39.398055944381795)	(25, 39.4701037852991)	(30, 39.418828521332316)	(35, 39.37710262407824)	(40, 39.39131861160478)	(45, 39.40768002072518)	(50, 39.3967251052339)	(55, 39.32370474602349)	(60, 39.33381197139899)	(65, 39.20511445499815)	(70, 39.286733890471126)	(75, 39.2993089191951)	(80, 39.2150279391947)	(85, 39.24213852806421)	(90, 39.13106305383586)	(95, 39.083915614011836)	(100, 39.05391591833486)	(105, 39.00132662544446)	(110, 38.939000667838556)	(115, 38.86509404863439)	(120, 38.7818453813853)	(125, 38.7002031829959)	(130, 38.608450838621735)	(135, 38.517043527444976)	(140, 38.419546121715165)	(145, 38.2871088654871)	(150, 37.978535249802945)
TCR-YT_S1_L002_R1_001	(1, 37.51413271290187)	(2, 38.37850281512898)	(3, 38.38796450753815)	(4, 38.46465971945512)	(5, 38.53876379705858)	(6, 38.501081702899775)	(7, 38.55255230106685)	(8, 38.61147280434572)	(9, 38.54814894857578)	(10, 38.54591505761953)	(15, 39.15124770658724)	(20, 39.16637133138379)	(25, 39.086322300188876)	(30, 39.17386110529551)	(35, 39.04905492259239)	(40, 39.271406078697545)	(45, 39.20695038574358)	(50, 39.152125337961806)	(55, 39.22596300823715)	(60, 39.24332817807914)	(65, 39.23307928510807)	(70, 39.249324594164435)	(75, 39.22715909474637)	(80, 39.17497770183721)	(85, 39.17542046838524)	(90, 39.1325773119289)	(95, 39.107876282904144)	(100, 39.064548172361086)	(105, 38.97133199161652)	(110, 38.83776685194065)	(115, 38.81279464303804)	(120, 38.74019896129507)	(125, 38.65424547564537)	(130, 38.56233220097837)	(135, 38.39153444227579)	(140, 38.316473423426466)	(145, 38.12998725819269)	(150, 37.93607434146693)
TCR-YT_S1_L002_R2_001	(1, 37.66218846168566)	(2, 38.80257807733782)	(3, 39.10486169736181)	(4, 38.84864455085129)	(5, 39.09706386887194)	(6, 39.28581753551835)	(7, 39.22234206124622)	(8, 39.134876983028185)	(9, 39.382472248298654)	(10, 39.354638017861035)	(15, 39.47090385788608)	(20, 39.31888434896343)	(25, 39.38914445292397)	(30, 39.33618137489954)	(35, 39.28145979239408)	(40, 39.29137136515183)	(45, 39.34275493182232)	(50, 39.31858153968758)	(55, 39.238188209550955)	(60, 39.25608822013161)	(65, 39.09461620370683)	(70, 39.20805408289379)	(75, 39.19698874623768)	(80, 39.123520768470556)	(85, 39.146129394629085)	(90, 39.01317050384167)	(95, 38.95040190721893)	(100, 38.94730855209395)	(105, 38.86882151789594)	(110, 38.78527794474198)	(115, 38.734802850923096)	(120, 38.5970108980723)	(125, 38.533946380853976)	(130, 38.40552701780926)	(135, 38.300702240171816)	(140, 38.19714054483608)	(145, 38.011340883867206)	(150, 37.59486860855412)
TCR-YT_S1_L003_R1_001	(1, 37.4888662285974)	(2, 38.38223092216248)	(3, 38.44277783405077)	(4, 38.50045871690254)	(5, 38.574613775012594)	(6, 38.50992408608641)	(7, 38.55424171193253)	(8, 38.59130936173583)	(9, 38.75145761094937)	(10, 38.58097943017755)	(15, 39.11932530986999)	(20, 39.16954487042809)	(25, 39.06344558894607)	(30, 39.18018654467999)	(35, 39.07565915675008)	(40, 39.194147810226085)	(45, 39.163373638936946)	(50, 39.165636429240934)	(55, 39.21819511766218)	(60, 39.21667094670719)	(65, 39.216772830849024)	(70, 39.17211317368579)	(75, 39.20599696149085)	(80, 39.18763287375636)	(85, 39.12413515722916)	(90, 39.09897202899084)	(95, 39.0949206524653)	(100, 39.02565489414353)	(105, 38.94438368317217)	(110, 38.86274810215216)	(115, 38.76955047254495)	(120, 38.70337557178348)	(125, 38.62906156232462)	(130, 38.50005738682983)	(135, 38.31981225237583)	(140, 38.19264254932115)	(145, 37.993873817896684)	(150, 37.760882184634966)
TCR-YT_S1_L003_R2_001	(1, 37.63764322663102)	(2, 38.778123919638446)	(3, 39.127835483261904)	(4, 38.8422509561227)	(5, 39.08626498675221)	(6, 39.267748235522056)	(7, 39.254217031237204)	(8, 39.224377506896445)	(9, 39.3472570344776)	(10, 39.38909566550156)	(15, 39.473212937798316)	(20, 39.28740057768052)	(25, 39.33146559687155)	(30, 39.30242222399274)	(35, 39.24259215060907)	(40, 39.263716013122206)	(45, 39.28541461563231)	(50, 39.262029171570695)	(55, 39.197561940147885)	(60, 39.19445927397612)	(65, 39.05959184394548)	(70, 39.10973260294282)	(75, 39.16568117643989)	(80, 39.01762401555436)	(85, 39.0579904986006)	(90, 38.961697478599945)	(95, 38.90031052812678)	(100, 38.819767917780915)	(105, 38.80912973032374)	(110, 38.706497206118556)	(115, 38.63307860554478)	(120, 38.52748116680472)	(125, 38.37308847666065)	(130, 38.29277464653926)	(135, 38.16812187463334)	(140, 38.00026948274156)	(145, 37.804929177097264)	(150, 37.40421748742618)
TCR-YT_S1_L004_R1_001	(1, 37.4381896843852)	(2, 38.36813537250524)	(3, 38.411106089908884)	(4, 38.44731878267637)	(5, 38.472621497114844)	(6, 38.39189320899285)	(7, 38.44938565353487)	(8, 38.51716057963821)	(9, 38.67792434720115)	(10, 38.49423361116853)	(15, 39.10198234217062)	(20, 39.17745465406415)	(25, 38.99266177949342)	(30, 39.16915132443769)	(35, 39.03868140773297)	(40, 39.19751460537663)	(45, 39.15424689460692)	(50, 39.13202202920598)	(55, 39.157167869452536)	(60, 39.16509314358045)	(65, 39.16469551962787)	(70, 39.170206790077714)	(75, 39.14392022702422)	(80, 39.098341981719194)	(85, 39.10542161728877)	(90, 39.068436636265645)	(95, 39.04189495483054)	(100, 38.95969423474156)	(105, 38.892624727542554)	(110, 38.791959224265284)	(115, 38.69804109475829)	(120, 38.640310839491704)	(125, 38.53825803581454)	(130, 38.405588790667025)	(135, 38.20659542309183)	(140, 38.08006120228682)	(145, 37.8582742030251)	(150, 37.5853936939338)
TCR-YT_S1_L004_R2_001	(1, 37.31163428744828)	(2, 38.650630121804205)	(3, 39.0027729931219)	(4, 38.67283793074777)	(5, 38.96089989266238)	(6, 39.15049899557813)	(7, 39.153410650916115)	(8, 39.08492457855604)	(9, 39.274059338887696)	(10, 39.323614677797494)	(15, 39.41205693088769)	(20, 39.22545195216053)	(25, 39.285607263890526)	(30, 39.23176143467164)	(35, 39.16766153457373)	(40, 39.197355194068074)	(45, 39.21587845653882)	(50, 39.19608821830859)	(55, 39.13078539836624)	(60, 39.13386673907915)	(65, 38.994194851059945)	(70, 39.090868012912665)	(75, 39.092884719197706)	(80, 38.999276846399184)	(85, 39.023791999642285)	(90, 38.91002829261848)	(95, 38.82826666954709)	(100, 38.8149641902315)	(105, 38.74959372221889)	(110, 38.66123876101291)	(115, 38.57115974113372)	(120, 38.45758970905301)	(125, 38.3496813909026)	(130, 38.21090814457144)	(135, 38.08625638894953)	(140, 37.92323850629644)	(145, 37.70359466723203)	(150, 37.30420750649917)
